airline,source,destination,total_stops,additional_info,price,duration_in_min,journey_day,journey_month,dept_hour,dept_min,arrv_hour,arrv_min
Air India,Delhi,Cochin,2,No Info,12646,1595,6,3,16,40,19,15
Air India,Delhi,Cochin,2,No Info,12173,500,3,6,10,55,19,15
IndiGo,Mumbai,Hyderabad,0,No Info,2227,90,12,6,21,20,22,50
Multiple carriers,Delhi,Cochin,1,No Info,10529,690,6,5,7,30,19,0
Jet Airways,Delhi,Cochin,0,In-flight meal not included,7202,195,18,5,11,0,14,15
Multiple carriers,Delhi,Cochin,1,In-flight meal not included,7886,720,27,5,9,0,21,0
SpiceJet,Mumbai,Hyderabad,0,No Info,2017,90,18,6,22,45,0,15
IndiGo,Delhi,Cochin,1,No Info,6171,665,27,4,5,5,16,10
Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,4050,85,3,6,2,55,4,20
SpiceJet,Kolkata,Banglore,1,No Info,8479,435,9,5,11,35,18,50
Air Asia,Banglore,Delhi,0,No Info,4282,170,18,5,4,55,7,45
Vistara,Kolkata,Banglore,1,No Info,9345,1440,24,5,20,20,20,20
Air India,Delhi,Cochin,1,No Info,6587,1535,24,6,5,15,6,50
IndiGo,Mumbai,Hyderabad,0,No Info,2754,95,3,5,20,5,21,40
SpiceJet,Banglore,Delhi,0,No check-in baggage included,3919,175,21,6,21,10,0,5
Air India,Banglore,Delhi,1,No Info,11654,410,3,3,9,30,16,20
GoAir,Banglore,Delhi,0,No Info,4239,165,1,4,20,55,23,40
IndiGo,Delhi,Cochin,1,No Info,6674,560,27,5,6,50,16,10
Multiple carriers,Delhi,Cochin,1,No Info,7198,750,24,6,13,0,1,30
IndiGo,Kolkata,Banglore,1,No Info,5930,315,12,6,21,0,2,15
Jet Airways,Banglore,Delhi,0,No Info,7229,180,9,5,7,10,10,10
Air India,Delhi,Cochin,2,No Info,12488,1470,12,6,7,10,7,40
IndiGo,Chennai,Kolkata,0,No Info,3540,145,9,6,5,15,7,40
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8529,800,12,6,20,0,9,20
GoAir,Kolkata,Banglore,1,No Info,8855,455,24,5,16,40,0,15
Jet Airways,Kolkata,Banglore,1,No Info,14781,800,15,5,6,30,19,50
IndiGo,Delhi,Cochin,1,No Info,5684,500,27,6,17,10,1,30
Jet Airways,Delhi,Cochin,2,In-flight meal not included,13029,535,9,5,19,30,4,25
Jet Airways,Delhi,Cochin,2,No Info,15129,1430,1,5,19,10,19,0
Air India,Kolkata,Banglore,1,No Info,8576,545,9,6,9,25,18,30
Jet Airways,Banglore,Delhi,1,In-flight meal not included,11087,1590,9,3,8,55,11,25
Jet Airways,Mumbai,Hyderabad,0,No Info,5678,90,9,6,10,20,11,50
Jet Airways,Delhi,Cochin,1,No Info,12557,610,21,3,18,15,4,25
IndiGo,Chennai,Kolkata,0,No Info,3858,145,27,3,11,35,14,0
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,1355,9,5,14,0,12,35
IndiGo,Mumbai,Hyderabad,0,No Info,4049,90,18,3,9,10,10,40
Jet Airways,Banglore,Delhi,1,No Info,21934,470,15,3,16,55,0,45
Air India,Kolkata,Banglore,0,No Info,5510,150,27,6,14,15,16,45
Vistara,Delhi,Cochin,0,No Info,6216,190,15,6,14,40,17,50
Air India,Mumbai,Hyderabad,0,No Info,2050,75,1,4,19,30,20,45
IndiGo,Mumbai,Hyderabad,0,No Info,2754,90,3,4,2,35,4,5
IndiGo,Chennai,Kolkata,0,No Info,3850,140,27,6,7,55,10,15
IndiGo,Chennai,Kolkata,0,No Info,3540,145,6,5,5,15,7,40
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,1545,1,5,6,30,8,15
Air India,Delhi,Cochin,2,No Info,9190,1580,6,3,7,5,9,25
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,1680,27,5,15,0,19,0
GoAir,Banglore,Delhi,0,No Info,4632,175,15,4,7,45,10,40
SpiceJet,Mumbai,Hyderabad,0,No Info,2753,80,24,3,13,10,14,30
Air India,Kolkata,Banglore,2,No Info,12723,1625,12,6,5,50,8,55
IndiGo,Kolkata,Banglore,0,No Info,4804,155,24,6,11,30,14,5
IndiGo,Banglore,Delhi,0,No Info,4823,170,18,4,20,0,22,50
Air Asia,Delhi,Cochin,1,No Info,6152,330,27,6,7,55,13,25
Vistara,Delhi,Cochin,0,No Info,6216,190,27,6,6,0,9,10
IndiGo,Delhi,Cochin,1,No Info,6016,345,24,6,2,0,7,45
Multiple carriers,Delhi,Cochin,1,No Info,11622,585,27,6,9,15,19,0
Air India,Kolkata,Banglore,2,No Info,10151,590,6,5,12,0,21,50
Jet Airways,Delhi,Cochin,2,In-flight meal not included,12410,505,12,6,20,0,4,25
Jet Airways,Banglore,Delhi,1,No Info,12547,1590,12,3,5,45,8,15
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,825,15,6,22,50,12,35
Multiple carriers,Delhi,Cochin,1,No Info,14323,465,9,5,11,30,19,15
Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,3210,90,21,6,19,35,21,5
Multiple carriers,Delhi,Cochin,1,No Info,16863,660,3,3,10,0,21,0
Multiple carriers,Delhi,Cochin,1,No Info,8937,470,1,6,11,25,19,15
Jet Airways,Delhi,Cochin,2,No Info,10929,1995,27,3,19,10,4,25
IndiGo,Delhi,Cochin,1,No Info,6104,895,9,6,10,35,1,30
SpiceJet,Delhi,Cochin,1,No Info,5511,360,21,3,15,55,21,55
Jet Airways,Kolkata,Banglore,1,No Info,13759,1150,24,3,21,10,16,20
Air India,Delhi,Cochin,2,No Info,11543,1545,21,5,5,55,7,40
Jet Airways,Kolkata,Banglore,1,No Info,13067,575,18,5,9,35,19,10
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1280,15,6,7,5,4,25
Air India,Delhi,Cochin,2,No Info,13591,1580,6,6,16,55,19,15
Jet Airways,Delhi,Cochin,2,No Info,10929,1475,27,3,19,10,19,45
Jet Airways,Banglore,Delhi,0,No Info,7229,180,27,4,19,50,22,50
Air Asia,Delhi,Cochin,1,No Info,6451,330,15,5,7,55,13,25
IndiGo,Chennai,Kolkata,0,No Info,7295,145,3,3,11,35,14,0
IndiGo,Banglore,Delhi,0,No Info,3943,165,3,6,1,30,4,15
SpiceJet,Banglore,Delhi,0,No check-in baggage included,3573,175,15,5,21,10,0,5
Air India,Delhi,Cochin,1,No Info,24017,1420,3,3,9,45,9,25
Air India,Delhi,Cochin,2,No Info,17476,1940,9,3,10,55,19,15
Air India,Kolkata,Banglore,1,No Info,4647,965,9,4,19,0,11,5
IndiGo,Delhi,Cochin,1,No Info,6314,575,27,5,11,25,21,0
Jet Airways,Banglore,Delhi,1,No Info,12284,625,18,3,5,45,16,10
Jet Airways,Banglore,Delhi,0,No Info,7229,180,9,5,8,20,11,20
Multiple carriers,Delhi,Cochin,1,No Info,9627,630,1,5,8,30,19,0
Air India,Kolkata,Banglore,2,No Info,9258,590,1,4,12,0,21,50
SpiceJet,Kolkata,Banglore,0,No Info,3873,145,3,6,9,0,11,25
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,140,15,5,22,20,0,40
Multiple carriers,Delhi,Cochin,1,No Info,10486,765,27,5,9,45,22,30
Jet Airways,Delhi,Cochin,1,No Info,17234,1610,3,3,16,0,18,50
IndiGo,Delhi,Cochin,1,No Info,6496,295,27,6,5,10,10,5
Multiple carriers,Delhi,Cochin,1,No Info,9627,630,27,5,8,30,19,0
Air India,Kolkata,Banglore,1,No Info,8366,1100,12,6,16,50,11,10
Jet Airways,Delhi,Cochin,2,In-flight meal not included,15318,505,27,5,20,0,4,25
SpiceJet,Kolkata,Banglore,1,No Info,9923,435,24,3,11,35,18,50
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,6077,435,1,4,10,20,17,35
Air India,Chennai,Kolkata,0,No Info,4667,135,9,6,11,40,13,55
Multiple carriers,Delhi,Cochin,1,No Info,8099,645,9,5,8,30,19,15
SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,2385,90,1,5,13,15,14,45
Multiple carriers,Delhi,Cochin,2,No Info,15965,625,27,6,15,5,1,30
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,705,6,5,6,30,18,15
Air India,Banglore,Delhi,0,No Info,6121,170,12,5,13,20,16,10
IndiGo,Banglore,Delhi,0,No Info,3625,170,24,4,22,10,1,0
Multiple carriers,Delhi,Cochin,1,No Info,8475,810,27,5,7,30,21,0
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,715,27,5,7,5,19,0
IndiGo,Delhi,Cochin,1,No Info,10851,320,6,3,2,5,7,25
Air India,Delhi,Cochin,1,No Info,5704,795,21,3,9,45,23,0
Vistara,Banglore,Delhi,0,No Info,11598,175,18,3,21,10,0,5
Multiple carriers,Delhi,Cochin,1,No Info,9149,645,27,5,8,30,19,15
Air India,Kolkata,Banglore,0,No Info,4145,155,15,6,20,45,23,20
GoAir,Delhi,Cochin,1,No Info,6195,540,21,5,10,35,19,35
IndiGo,Delhi,Cochin,1,No Info,6979,575,9,5,11,25,21,0
Air India,Banglore,Delhi,0,No Info,7276,170,15,3,13,20,16,10
SpiceJet,Delhi,Cochin,1,No check-in baggage included,4760,270,15,5,8,45,13,15
Vistara,Chennai,Kolkata,0,No Info,11982,140,18,6,17,45,20,5
IndiGo,Chennai,Kolkata,0,No Info,5277,140,27,3,22,5,0,25
Air India,Delhi,Cochin,1,No Info,8372,700,9,6,20,0,7,40
IndiGo,Kolkata,Banglore,1,No Info,4226,220,1,4,19,35,23,15
IndiGo,Chennai,Kolkata,0,No Info,3597,140,18,6,19,35,21,55
Multiple carriers,Delhi,Cochin,1,No Info,7005,735,15,6,8,45,21,0
Multiple carriers,Delhi,Cochin,1,No Info,8018,545,9,5,7,5,16,10
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10577,1395,9,6,19,45,19,0
Jet Airways,Delhi,Cochin,2,In-flight meal not included,11507,810,12,6,5,30,19,0
Air India,Delhi,Cochin,2,No Info,9653,2295,9,5,5,0,19,15
Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,4160,90,15,3,10,20,11,50
Jet Airways,Delhi,Cochin,1,No Info,14714,1485,3,6,18,15,19,0
Jet Airways,Mumbai,Hyderabad,0,No Info,5678,85,9,5,2,55,4,20
Air India,Kolkata,Banglore,2,No Info,13873,1100,18,5,7,0,1,20
Multiple carriers,Delhi,Cochin,1,No Info,11264,520,27,6,10,20,19,0
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,11134,405,24,3,13,55,20,40
Air Asia,Delhi,Cochin,1,No Info,6151,330,21,3,16,45,22,15
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,845,18,5,5,45,19,50
Jet Airways,Delhi,Cochin,2,No Info,13014,1615,3,6,9,40,12,35
Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,4995,90,18,6,10,20,11,50
IndiGo,Kolkata,Banglore,0,No Info,4174,155,18,4,15,30,18,5
Air India,Banglore,Delhi,0,No Info,12841,170,3,3,13,20,16,10
Jet Airways,Kolkata,Banglore,1,No Info,13067,1685,9,5,17,0,21,5
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1620,24,6,16,0,19,0
IndiGo,Banglore,Delhi,0,No Info,4423,170,6,4,10,10,13,0
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,585,1,5,18,55,4,40
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,730,15,5,21,10,9,20
IndiGo,Delhi,Cochin,1,No Info,6069,300,15,6,16,0,21,0
Air India,Chennai,Kolkata,0,No Info,4667,135,6,5,11,40,13,55
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,1270,9,5,21,50,19,0
Jet Airways,Kolkata,Banglore,1,No Info,13941,1055,9,5,16,30,10,5
IndiGo,Mumbai,Hyderabad,0,No Info,3175,85,27,3,6,20,7,45
Air India,Delhi,Cochin,1,No Info,8372,1335,9,6,21,0,19,15
Vistara,Banglore,Delhi,0,No Info,5613,155,6,4,17,0,19,35
IndiGo,Delhi,Cochin,1,No Info,7144,895,18,5,7,35,22,30
Jet Airways,Kolkata,Banglore,1,No Info,14571,590,6,6,6,30,16,20
IndiGo,Chennai,Kolkata,0,No Info,5277,140,24,3,22,5,0,25
Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,2759,90,24,3,10,20,11,50
Air Asia,Kolkata,Banglore,1,No Info,5192,955,9,5,7,35,23,30
Jet Airways,Delhi,Cochin,1,No Info,14714,715,9,6,7,5,19,0
Air India,Delhi,Cochin,2,No Info,10336,435,1,6,12,0,19,15
Air India,Kolkata,Banglore,0,No Info,31945,155,24,3,20,45,23,20
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7064,1025,1,4,6,30,23,35
Jet Airways,Delhi,Cochin,2,No Info,14441,425,9,6,5,30,12,35
Multiple carriers,Delhi,Cochin,1,No Info,17493,755,3,3,13,0,1,35
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,1595,9,6,20,0,22,35
SpiceJet,Mumbai,Hyderabad,0,No Info,2753,90,1,6,5,45,7,15
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,1225,21,5,8,0,4,25
Jet Airways,Banglore,Delhi,0,No Info,7229,185,15,4,18,55,22,0
Air India,Delhi,Cochin,2,No Info,8603,1180,3,6,12,0,7,40
Jet Airways,Delhi,Cochin,2,No Info,18804,440,15,6,11,40,19,0
Air Asia,Delhi,Cochin,1,No Info,7452,870,21,4,7,55,22,25
SpiceJet,Banglore,Delhi,0,No Info,3971,170,24,4,9,30,12,20
IndiGo,Banglore,Delhi,0,No Info,3943,170,12,6,10,10,13,0
IndiGo,Banglore,Delhi,1,No Info,9165,300,15,3,14,25,19,25
SpiceJet,Banglore,Delhi,0,No Info,3625,170,21,6,9,30,12,20
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1235,24,6,16,0,12,35
Jet Airways,Kolkata,Banglore,1,No Info,14388,800,21,5,18,55,8,15
Multiple carriers,Delhi,Cochin,1,No Info,15058,675,12,6,8,0,19,15
Air India,Delhi,Cochin,1,No Info,14882,1360,6,3,9,0,7,40
IndiGo,Banglore,Delhi,0,No Info,4591,170,18,4,10,10,13,0
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,155,9,5,6,55,9,30
Jet Airways,Kolkata,Banglore,1,No Info,14781,590,15,5,8,25,18,15
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,140,9,4,22,20,0,40
Multiple carriers,Delhi,Cochin,1,No Info,13377,630,3,6,15,0,1,30
Jet Airways,Delhi,Cochin,2,No Info,13014,535,12,6,19,30,4,25
Multiple carriers,Delhi,Cochin,1,No Info,14848,375,21,5,13,0,19,15
Air India,Kolkata,Banglore,0,No Info,4145,155,9,5,20,45,23,20
IndiGo,Chennai,Kolkata,0,No Info,3850,140,12,6,7,55,10,15
Air India,Kolkata,Banglore,1,No Info,10413,805,24,5,7,0,20,25
IndiGo,Delhi,Cochin,1,No Info,6104,630,3,6,15,0,1,30
IndiGo,Banglore,Delhi,0,No Info,3943,170,1,6,10,30,13,20
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8529,665,12,6,21,10,8,15
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,825,24,6,22,50,12,35
Jet Airways,Kolkata,Banglore,1,No Info,14151,1540,18,5,20,25,22,5
Air Asia,Kolkata,Banglore,2,No Info,5192,500,9,5,15,10,23,30
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,875,21,5,14,5,4,40
GoAir,Banglore,Delhi,0,No Info,4632,175,24,4,7,45,10,40
IndiGo,Delhi,Cochin,1,No Info,5073,305,6,4,20,25,1,30
Multiple carriers,Delhi,Cochin,1,No Info,9526,535,15,6,10,20,19,15
IndiGo,Banglore,Delhi,0,No Info,4423,170,15,4,4,0,6,50
IndiGo,Mumbai,Hyderabad,0,No Info,2227,95,12,5,20,5,21,40
Vistara,Banglore,Delhi,0,No Info,5403,160,21,3,11,30,14,10
IndiGo,Chennai,Kolkata,0,No Info,3858,140,27,3,19,35,21,55
Jet Airways,Delhi,Cochin,2,No Info,18752,1745,9,3,13,45,18,50
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,330,21,5,6,30,12,0
Jet Airways,Delhi,Cochin,2,No Info,12819,1045,24,6,19,10,12,35
Multiple carriers,Delhi,Cochin,1,No Info,6883,720,27,3,9,0,21,0
Multiple carriers,Delhi,Cochin,1,No Info,7198,390,27,5,19,0,1,30
Air India,Banglore,Delhi,0,No Info,7801,165,9,3,10,0,12,45
IndiGo,Banglore,Delhi,0,No Info,4823,175,21,4,18,25,21,20
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,1610,24,5,6,30,9,20
Jet Airways,Kolkata,Banglore,1,No Info,12121,1480,12,5,20,25,21,5
Vistara,Kolkata,Banglore,1,No Info,8085,1625,12,5,20,20,23,25
IndiGo,Banglore,Delhi,1,No Info,8662,295,3,3,13,40,18,35
Jet Airways,Delhi,Cochin,1,In-flight meal not included,6017,1250,21,3,22,0,18,50
SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3859,135,3,5,9,45,12,0
Multiple carriers,Delhi,Cochin,1,No Info,7564,860,18,5,4,55,19,15
SpiceJet,Banglore,Delhi,0,No check-in baggage included,3919,160,21,6,5,55,8,35
Jet Airways,Banglore,Delhi,1,No Info,26890,375,1,3,7,0,13,15
Jet Airways,Delhi,Cochin,0,In-flight meal not included,5443,195,15,4,11,0,14,15
Jet Airways,Kolkata,Banglore,1,No Info,13364,400,1,4,14,5,20,45
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12239,660,27,5,8,0,19,0
IndiGo,Kolkata,Banglore,1,No Info,4966,275,9,4,11,30,16,5
IndiGo,Banglore,Delhi,0,No Info,6144,165,3,3,6,0,8,45
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,1680,9,5,15,0,19,0
Air India,Banglore,Delhi,2,No Info,10835,1900,18,3,8,50,16,30
Air India,Delhi,Cochin,1,No Info,7952,1640,6,6,6,5,9,25
IndiGo,Banglore,Delhi,0,No Info,3419,165,9,4,1,30,4,15
Multiple carriers,Delhi,Cochin,1,No Info,10197,525,27,5,3,50,12,35
IndiGo,Delhi,Cochin,1,No Info,5883,895,3,6,10,35,1,30
Air India,Chennai,Kolkata,0,No Info,4667,135,18,5,11,40,13,55
IndiGo,Delhi,Cochin,2,No Info,6223,985,21,3,4,55,21,20
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7757,665,6,5,21,10,8,15
IndiGo,Banglore,Delhi,1,No Info,11873,300,3,3,14,25,19,25
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,665,6,6,21,10,8,15
IndiGo,Delhi,Cochin,1,No Info,7189,345,15,5,21,50,3,35
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,885,27,6,21,50,12,35
Air Asia,Kolkata,Banglore,0,No Info,5989,150,1,5,19,55,22,25
IndiGo,Mumbai,Hyderabad,0,No Info,2227,90,24,6,21,20,22,50
Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,4995,90,6,6,10,20,11,50
Jet Airways,Kolkata,Banglore,1,No Info,14231,1695,24,3,13,55,18,10
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,1400,18,5,18,55,18,15
GoAir,Delhi,Cochin,1,No Info,5628,455,3,3,5,45,13,20
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,1285,9,6,18,55,16,20
Multiple carriers,Delhi,Cochin,1,No Info,8937,645,15,6,8,30,19,15
IndiGo,Kolkata,Banglore,0,No Info,5618,155,6,3,14,20,16,55
Air India,Delhi,Cochin,1,No Info,6674,735,9,4,7,0,19,15
GoAir,Banglore,Delhi,0,No Info,3898,170,24,4,11,40,14,30
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,1550,24,5,18,55,20,45
Air India,Delhi,Cochin,2,No Info,13381,1380,3,6,20,15,19,15
Jet Airways,Delhi,Cochin,1,No Info,17024,655,3,3,17,30,4,25
IndiGo,Delhi,Cochin,1,No Info,7398,345,9,4,21,50,3,35
Air India,Banglore,Delhi,2,Change airports,17461,435,1,3,10,30,17,45
Jet Airways,Kolkata,Banglore,1,No Info,13731,735,24,5,20,0,8,15
Jet Airways,Banglore,Delhi,1,No Info,13555,920,18,3,16,55,8,15
IndiGo,Kolkata,Banglore,0,No Info,4804,155,27,4,17,15,19,50
Jet Airways,Delhi,Cochin,1,No Info,16289,715,21,5,7,5,19,0
IndiGo,Delhi,Cochin,1,No Info,7520,425,18,5,5,5,12,10
IndiGo,Delhi,Cochin,1,No Info,7503,895,18,5,10,35,1,30
Multiple carriers,Delhi,Cochin,1,No Info,8601,650,27,3,8,25,19,15
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7064,1655,1,4,8,25,12,0
Air Asia,Kolkata,Banglore,1,No Info,5192,710,6,5,7,35,19,25
SpiceJet,Kolkata,Banglore,1,No Info,9158,330,9,6,15,55,21,25
Multiple carriers,Delhi,Cochin,1,No Info,24318,515,6,3,17,0,1,35
Multiple carriers,Delhi,Cochin,1,No Info,7038,660,21,5,7,10,18,10
IndiGo,Banglore,Delhi,0,No Info,7303,170,24,3,22,20,1,10
IndiGo,Banglore,Delhi,1,No Info,8021,285,15,3,5,25,10,10
Multiple carriers,Delhi,Cochin,1,No Info,14323,555,15,5,10,0,19,15
Air India,Kolkata,Banglore,1,No Info,10203,805,6,6,7,0,20,25
Multiple carriers,Delhi,Cochin,1,No Info,7408,390,15,6,19,0,1,30
IndiGo,Mumbai,Hyderabad,0,No Info,2227,85,27,3,21,20,22,45
Multiple carriers,Delhi,Cochin,1,No Info,16108,465,15,6,11,30,19,15
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1100,15,6,18,15,12,35
Jet Airways,Delhi,Cochin,1,No Info,14714,600,9,6,9,0,19,0
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1210,3,6,22,50,19,0
IndiGo,Delhi,Cochin,1,No Info,7640,490,18,5,14,20,22,30
Vistara,Kolkata,Banglore,1,No Info,8610,700,12,6,7,10,18,50
Jet Airways,Delhi,Cochin,1,No Info,12767,650,21,3,8,0,18,50
IndiGo,Delhi,Cochin,1,No Info,6093,730,12,6,8,50,21,0
IndiGo,Delhi,Cochin,1,No Info,6442,560,27,4,6,50,16,10
Jet Airways,Banglore,Delhi,0,In-flight meal not included,4030,165,9,5,6,0,8,45
Multiple carriers,Delhi,Cochin,1,No Info,7408,480,6,6,13,0,21,0
Multiple carriers,Delhi,Cochin,1,No Info,10696,545,3,6,7,5,16,10
SpiceJet,Kolkata,Banglore,0,No Info,6982,150,12,3,9,0,11,30
IndiGo,Mumbai,Hyderabad,0,No Info,2754,90,9,6,19,5,20,35
Air India,Banglore,Delhi,1,No Info,23677,330,1,3,6,45,12,15
IndiGo,Mumbai,Hyderabad,0,No Info,2754,85,27,3,12,0,13,25
IndiGo,Delhi,Cochin,1,No Info,6758,965,18,5,4,55,21,0
Air India,Delhi,Cochin,0,No Info,6934,180,18,5,14,10,17,10
Jet Airways,Delhi,Cochin,2,No Info,18799,805,3,3,5,25,18,50
Jet Airways,Mumbai,Hyderabad,0,No Info,5678,90,6,5,19,35,21,5
Jet Airways,Banglore,Delhi,1,No Info,27992,800,1,3,7,0,20,20
Jet Airways,Banglore,Delhi,0,In-flight meal not included,4544,180,1,4,19,50,22,50
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7757,1285,6,5,18,55,16,20
IndiGo,Delhi,Cochin,1,No Info,6373,310,27,5,17,5,22,15
IndiGo,Kolkata,Banglore,0,No Info,5644,150,3,6,14,25,16,55
Jet Airways,Kolkata,Banglore,1,No Info,13067,1480,6,5,20,25,21,5
Multiple carriers,Delhi,Cochin,1,No Info,6513,540,15,5,7,10,16,10
IndiGo,Mumbai,Hyderabad,0,No Info,4392,90,9,5,12,0,13,30
IndiGo,Kolkata,Banglore,0,No Info,4778,170,6,3,5,30,8,20
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,1485,18,5,20,0,20,45
Air India,Kolkata,Banglore,2,No Info,12723,1840,24,5,5,50,12,30
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,11134,725,24,3,21,10,9,15
Jet Airways,Banglore,Delhi,0,No Info,7229,185,9,5,18,55,22,0
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1015,6,6,11,30,4,25
IndiGo,Kolkata,Banglore,0,No Info,4778,170,24,3,5,30,8,20
IndiGo,Banglore,Delhi,0,No Info,8033,170,15,3,23,30,2,20
Air India,Delhi,Cochin,1,No Info,8425,1535,27,5,5,15,6,50
Multiple carriers,Delhi,Cochin,1,No Info,15411,595,6,3,8,55,18,50
Air India,Delhi,Cochin,2,No Info,10975,1220,12,6,13,5,9,25
Air India,Kolkata,Banglore,1,No Info,6535,1700,24,3,16,45,21,5
Jet Airways,Kolkata,Banglore,1,No Info,8355,435,9,5,10,20,17,35
SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3543,140,18,6,17,45,20,5
Vistara,Kolkata,Banglore,1,No Info,12102,1345,24,3,20,20,18,45
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9314,1005,1,5,17,0,9,45
IndiGo,Delhi,Cochin,1,No Info,7503,415,18,5,18,35,1,30
SpiceJet,Delhi,Cochin,1,No Info,9748,310,3,3,6,10,11,20
IndiGo,Kolkata,Banglore,0,No Info,4804,155,27,6,17,15,19,50
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,590,9,5,6,30,16,20
Jet Airways,Delhi,Cochin,2,No Info,13882,1630,24,6,9,25,12,35
Jet Airways,Banglore,Delhi,0,No Info,7229,175,21,5,15,50,18,45
Air India,Mumbai,Hyderabad,0,No Info,2575,80,24,3,6,20,7,40
IndiGo,Banglore,Delhi,0,No Info,3943,180,21,5,21,15,0,15
SpiceJet,Delhi,Cochin,1,No check-in baggage included,4760,270,24,4,8,45,13,15
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8824,965,24,3,6,30,22,35
Air India,Delhi,Cochin,1,No Info,6902,615,21,3,9,0,19,15
Air Asia,Delhi,Cochin,1,No Info,6151,865,21,3,16,45,7,10
Jet Airways,Banglore,Delhi,1,In-flight meal not included,11087,280,9,3,5,45,10,25
Air Asia,Kolkata,Banglore,0,No Info,5964,150,3,3,19,35,22,5
Jet Airways,Kolkata,Banglore,1,No Info,14151,1540,1,5,20,25,22,5
Jet Airways,Kolkata,Banglore,1,No Info,11467,1730,15,5,9,35,14,25
SpiceJet,Kolkata,Banglore,0,No Info,3873,140,21,5,22,20,0,40
Multiple carriers,Delhi,Cochin,1,No Info,13542,635,21,3,15,0,1,35
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,735,21,5,20,0,8,15
IndiGo,Banglore,Delhi,0,No Info,6144,165,3,3,1,30,4,15
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,300,27,6,14,0,19,0
Air Asia,Banglore,Delhi,0,No Info,3383,165,6,4,11,10,13,55
Air India,Kolkata,Banglore,1,No Info,10413,1615,9,6,17,30,20,25
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,13994,575,9,6,9,35,19,10
Air India,Kolkata,Banglore,2,No Info,13143,1045,21,5,5,50,23,15
Multiple carriers,Delhi,Cochin,1,No Info,13069,625,21,3,8,25,18,50
GoAir,Banglore,Delhi,0,No Info,3898,165,9,6,20,55,23,40
Jet Airways,Kolkata,Banglore,1,No Info,13941,475,9,5,8,25,16,20
Air India,Banglore,Delhi,1,No Info,6383,1490,21,3,10,30,11,20
